name,avg_price,recommended_dishes
霸碗盖码饭(上海汇锦里店),￥21,包菜丝、脆脆木耳炒鸡、酸菜青豆炒肉沫拼番茄炒蛋
Vuoiuna Caffe(凯德尚浦中心店),￥23,黄油牛乳拿铁、黄油牛乳椰椰、奶油冰美Cream
泰宫煮泰国料理(九隆坊店),￥37,黄咖喱鸡肉饭、冬阴功汤菌菇汤、黄咖喱龙利鱼
牛约堡·手作牛肉汉堡(五角场店),￥26,双层牛肉芝士堡、安格斯甄选培根厚牛堡、热带丛林凤梨堡
家的味道(建新小区店),￥38,红烧鲫鱼、梅干扣肉饭、大蒜炒肉
杨国福麻辣烫(杨浦国顺东路店),￥35,麻辣烫、无汤干拌麻辣烫
云南一品过桥米线(五角场店),￥32,澳洲雪花肥牛米线、酸菜、招牌番茄牛腩米线
美人蹄烤猪蹄(国定路店),￥22,美人蹄烤猪蹄、正宗长沙臭豆腐、超大派精选烤猪蹄
SUBWAY赛百味(凯德尚浦商务中心店),￥29,日式照烧鸡三明治、香溢金枪鱼三明治、任意风味曲奇
粉小罐.江西炒米粉(五角场店),￥22,招牌牛肉炒粉、五香牛肚炒粉、皮蛋肉饼汤
钱姐姐隆江猪脚饭(五角场店),￥25,招牌猪脚饭
肯德基(同济大学四平路校区店),￥23,经典汉堡套、小薯条、韩式炸鸡酱粉拼盘
玉云邻里饭堂,￥28,荠菜豆腐羹、肉沫茄子、排骨年糕
豫丰源红烧牛肉面,￥28,滋补牛肉烩面、红烧牛肉面、红烧牛肉刀削面
袁记云饺(政通路店),￥23,鲜虾蟹籽云吞、全家福馄饨、玉米鲜肉饺
日全食(三号湾广场店),￥32,西红柿炒蛋、红烧狮子头盖浇饭、香煎鸡扒
沂蒙山炒鸡.深山走地鸡(国安店),￥26,青花椒炒鸡、枣庄辣子鸡、粉皮炒鸡
大粤啫煲仔饭(杨浦店),￥34,腊肉腊肠煲仔饭、烧腊双拼、明炉烧鸭煲仔饭
粤茗客茶点港式茶餐厅(杨浦店),￥27,水晶虾饺
蜀地源冒菜(政旦东路店),￥39,秘制牛肉、腐竹、黑毛肚
红烧牛肉面(国和路店),￥27,牛肉烩面、酸菜红烧牛肉面、牛杂炒刀削
袁记云饺(邯郸路店),￥21,鲜虾蟹籽云吞面、鲜虾黄鱼饺、黄鱼鲜肉饺
觉味Gourmet Philosophy,￥35,葱㸆大排、葱油拌面、炸猪排
三五筷伴市井冒菜(杨浦店),￥28,网红冒烤鸭、筋头巴脑一锅香、手搓肉片
蘭甄亭兰州纯汤牛肉面,￥23,羊肉串、酸菜牛肉刀削面、红烧牛肉刀削面
小时候怀旧(太平洋森活天地店),￥21,秀逗跳跳糖、无花果、辣骨头
柴哥卤牛肉米线(关山路店),￥26,柴哥卤牛肉米线、VC番茄牛肉米线、金汤肥牛米线
嵊州美食(五角场店),￥28,招牌豆腐炒年糕、嵊州小笼包、梅干菜饼
东北水饺馆(复旦店),￥24,韭菜鸡蛋水饺、酸菜肉水饺、韭菜肉水饺
大骨牛肉汤面(政通路店),￥27,牛脊骨、特色牛肉火锅、牛肉葱油拌面
fumi coffee(江湾里店),￥31,西柚冷萃、青柠气泡冷萃
广西瀚羽长记老友粉(国权路店),￥26,招牌老友猪肉粉、招牌老友猪杂扁粉、招牌老友三脆米粉
七宝老街汤团店(五角场万达店),￥23,芝麻汤团、鲜肉汤团、紫薯汤团
放学见炸货铺(政旦东路店),￥25,会跳海的海带结、秘制鸡骨架、特色排骨年糕
窄巷口生烫牛肉米线(政恒路店),￥25,鲜切吊龙肉酱米线、沙茶吊龙拌面、馄炖
楚褚热干面(五角场店),￥27,肉酱热干面
雪莹味匠寿司(国霞路店),￥33,豪华刺身手握拼盘、上班摸鱼、铺天盖地火焰饭
马家牛肉汤(国权路店),￥28,油酥饼、牛龙骨、牛肉粉丝汤
杨国福麻辣烫(政立路店),￥34,无汤干拌麻辣烫、麻辣烫抵扣券
大米先生(天盛广场店),￥30,农家小炒肉、香糯米饭、糖醋排骨
漠漠家· 超级潼关肉夹馍(五角场店),￥23,鸿运当头肉夹馍、红油辣子凉皮、红油麻酱凉皮
Seesaw Coffee(上海天盛广场店),￥28,Seesaw拿铁、白柚红美式、繁星桂花拿铁
新京粹北京片皮烤鸭(东方蓝海店),￥28,北京片皮烤鸭含葱饼酱、精品烤鸭、秘制辣酱
超级鸡车(3号湾店),￥29,招牌花枝风味丸、招牌带骨特大鸡排、超仔的小年糕
清真巴郎子小炒黄牛肉拌面,￥26,小炒黄牛肉拌面、大盘鸡拌面、新疆手抓饭
满巍明生炸鸡架(五角场苏宁店),￥29,生炸鸡架、究极鸡腿肉、超级鸡叉骨
江川右·一家有态度的粥店(五角场店),￥38,鲜炸双皮奶、莓莓椰奶冰粥、桃园咸鸭蛋
袁记云饺(国顺路店),￥26,鲜虾黄鱼饺、招牌黑猪肉云吞面、香辣牛肉面
永平餐厅(政府路店),￥25,椒盐排条、青蒜豆芽炒肉、洋葱牛肉
祥云街地道昆明小锅米线(国霞路店),￥20,石屏豆腐小锅米线、娃娃菜、娃哈哈AD钙奶
于大侠·隆江猪脚饭·烧腊(三门路店),￥28,猪脚饭、叉烧、烧鸭
河南红烧牛肉面,￥23,特色红烧牛肉拌刀削、肥牛金针菇米线、特色红烧牛肉拉面
沙野轻食(五角场店),￥29,香烤鸡胸肉、龙利鱼排、香烤鸡胸餐
菜饭骨头汤(五角场店),￥20,骨头汤、菜饭、口水鸡
麦田归来(五角场店),￥25,嫩滑蒸蛋·鸡胸肉·杂粮拌饭、照烧鸡腿荞麦面、牛肉蛋羹杂粮饭
