name,avg_price,recommended_dishes
伍玖私宴(君庭广场店),￥398,自制甜蒜焗雪花牛肉粒、黑松露葱香石锅辽参、椒麻蒸老虎斑
罗洁爱情·自助火锅(五角场店),￥90,手切羔羊腿肉、热气羊肉、高钙羊肉
嘎嘎香东北烤肉.铁锅炖(五角场店),￥84,齐齐哈尔拌肉、小肋雪花、雪花大片肉
木萨火锅.烧烤(国权路店),￥99,热气羊肉、自制酱料、热气牛肉
太祖军粮现烤牛肉干(五角场店),￥83,风干牛肉条、肥瘦现烤牛肉干孜然辣椒味、纯瘦现烤牛肉干原味
枣庄人家,￥116,枣庄辣子鸡、鸭蛋粉皮、羊肉汤
食好點·港式餐厅(合生汇店),￥128,叉烧酥、流心春蛋烧麦、红米肠
椒爱水煮鱼川菜(五角场合生汇店),￥105,椒爱椒盐水煮鱼、会上瘾的辣子鸡、锅气腾腾炝莲白
荣先森·福建小馆(合生汇店),￥92,招牌古法鲜鱼汤、九层塔酱爆鸡肉小鱿鱼、闽南萝卜饭
沙胆彪炭炉牛杂煲(合生汇店),￥93,老广味牛杂煲、牛腩牛杂煲、港式暴打柠檬茶
眉州东坡(合生汇店),￥89,乐山甜皮卤鸭、获奖宫保鸡丁、鲜切水煮吊龙牛肉
玉十三·雲南傣家菜(大学路店),￥97,野山菌炖跑山鸡汤、牛肝菌焖饭、土司铜锅油焖鸡
台鄉缘 ·台府(五角场店),￥280,沙蒜豆面、鲳鱼烧年糕、临海麦饼
滇牛云南酸菜牛肉火锅(五角场万达店),￥107,云南黄牛肉（小份）、石屏包浆豆腐、招牌非遗酸菜锅底
猫儿滩火锅(大学路2店),￥137,6分钟鲜鸭血、猫儿滩千层肚、草原脆毛肚
燕园,￥444,椒汁蒸生态大黄鱼、小青龙麻辣豆腐、黑蒜炖糖排
开心小厨私房菜,￥105,特色羊肉串、大串羊肉、鲜炒时蔬
家府潮汕菜(百联又一城店),￥92,干贝虾砂锅粥、烤汕头牛肉丸、卤鹅5拼
大牛寿喜烧·和牛放题(五角场万达店),￥211,蒜蓉生蚝、鲜剥·泰国金枕榴莲、XXL咸蛋黄罗氏虾
重庆高老九火锅·茶馆店(五角场万达店),￥110,牛奶鲜鸭血、火锅三宝、鱼籽虾滑
小巷罗妈串串自助(五角场店),￥99,芒果白雪斑斓饱饱碗、贡菜牛肉、小郡肝
嗲嗲的椰子鸡・太琼糟粕醋(上海百联又一城店),￥130,正宗文昌鸡、椰奶手切鲜牛肉、原味椰子鸡
辣些年东北烧烤·小龙虾·烤鱼(五角场店),￥102,销魂五花肉、焦火鸡架、炭烤半米大油边
ALAIA Brunch&Bistro(江湾里店),￥121,莓果舒芙蕾松饼、Alaia罗宋牛肋条锅、黑松露菌菇火腿可丽饼
监利早酒·TipsyBistro·湖北菜(大学路店),￥92,牛三鲜招牌锅仔、粉蒸排骨、火爆猪肝
Mansere 生蚝&牛排馆,￥266,招牌牛排、西班牙海鲜饭配黑虎虾、红酒低温牛肋骨
霸王别鸡甲鱼煲,￥96,香辣甲鱼烧鸡煲、甲鱼炖鸡汤煲、农家酸菜甲鱼烧鸡煲
山海星冬虫夏草海参燕窝(五角场店),￥96,北京同仁堂灵芝孢子油、寿仙谷破壁灵芝孢子粉、山海星大连鲜食纯原种海参
山缓缓火锅(上海五角场万达店),￥159,九秒牛肉、奶香牛胸肉、火锅三脆
ONE-WAY STREET(五角丰达商务广场店),￥447,
朱光玉火锅馆(大学路店),￥138,特伦苏鸭血、暴打柠檬茶、酱肉包
山葵烤肉by SHANKUI BBQ,￥138,牛肋条、鲜山葵、原味牛肉
小胖墩炝锅鱼(国权路店),￥88,炝锅江团、炝锅无刺巴沙鱼、炝锅黑鱼
浦题·海蒸汇 蒸汽海鲜自助(合生汇店),￥259,舟山梭子蟹、现开生蚝、捞汁基围虾
炙柒精选Premium·精致日料(江湾里Meet678店),￥158,鹅肝寿司、M9纯血和牛寿喜锅、刺身拼盘
CORAL 叩福·炙(大学路店),￥135,M3安格斯牛肉粉、东南亚秘制牛五花、RV安格斯M3板腱翼
玺炖·中国铁锅炖(五角场店),￥96,玉米饼、铁锅炖大鹅、东北宽粉
京悦南门涮羊肉(五角场合生汇店),￥96,老北京涮羊肉、鲜羊上脑肉、好羊肉丨才敢清水涮
沪上泓·私宴(国定东路店),￥260,XO酱焗兰州九莲百合、红烧皖南土鸡、葱油爆腌东海大黄鱼
厚贞日式烤肉(国华广场店),￥141,雪花牛小排、黑松露横膈膜、特厚黑牛牛舌
湖畔礼·阳澄湖大闸蟹(政民路店),￥411,蟹剪、蟹醋、必备蟹醋
叫了个皮皮虾(杨浦店),￥112,小号全母有膏皮皮虾、经典黄焖小龙虾、超爽香辣小龙虾
湾仔捞汁小海鲜(五角场店),￥116,招牌秘制泰式虾、捞汁三文鱼、泰式蟹块
兄弟龙虾烧烤大排档,￥93,十三香小龙虾、牛皮筋
贵Guui(上海合生汇店),￥118,苗家酸汤鱼、牛脸肉牛肝菌拌饭、千层小米楂
炎韩友烤牛肉·韩料牛肠(复旦大学店),￥86,特色烤牛肠、安格斯肥牛、薄切五花肉
喜焙优品cake(五角场店),￥98,水果多拼、草莓淋面、小清新水果
纯阳•川式BISTRO,￥107,必吃传承辣子鸡、蒜泥白肉、炝炒豌豆苗
安又胖韩国烤肉(合生汇店),￥110,秘制吾桑格、厚切黑猪五花、妈妈的秘制牛排（谷饲安格斯）
金焰食堂(合生汇店),￥94,铺天盖地火牛大满贯、赤焰三帝盖饭、融化肥肝寿司
品冠·新派上海菜(江湾店),￥151,品冠红烧肉、老本帮熏鲳鱼、石锅海胆豆腐
郭淑芬鲜切牛肉自助老火锅(五角场店),￥93,全场牛肉畅吃、鲜切牛肉不限量、全场鲜切牛肉畅吃
顺味(复旦科技园大厦店),￥88,雪花牛肋骨、辣仔鸡、湖南腊味炒香干
东阳光鲜虫草 冬虫夏草(百联又一城店),￥118,锁鲜冬虫夏草
张奶奶海参(三门路店),￥660,冷蒸锁鲜锁营养鲜食海参两斤装、海参骨胶原蛋白肽特殊膳食、海参肽粉黑松露火腿苏打饼干
吉道楽居酒屋(创智汇店),￥149,溏心鹌鹑蛋、刺身拼盘、法式香煎鹅肝
bluefrog蓝蛙(五角场万达店),￥130,摩天牛肉汉堡、大虾芒果色拉、香浓蘑菇牛肉汉堡
九鼎轩脆毛肚火锅(五角场店),￥105,九鼎招牌脆毛肚、火锅鸭血、冰鲜鹅肠
竹笙·素食餐厅,￥95,东南亚手撕肉、手工素鸭、酱香藕排
泉之隐日式家庭料理(五角场店),￥114,寿喜锅、三文鱼手卷、招牌鹅肝寿司
東發道茶冰廰(五角场LAB店),￥84,豉油鸡、漏奶华、咸蛋黄牛蛙
浩海火燒雲傣家菜(合生汇店),￥104,土司铜锅油焖鸡、黑三剁、小锅米线
淮亭雅苑•本帮江浙菜(合生汇店),￥158,招牌熏鲳鱼、淮扬软兜捞饭、芥末虾球
HKG花园餐厅(融合菜),￥140,
谷焰海派菜(东方蓝海国际广场店),￥120,响油鳝丝、酱椒蒸臭豆腐、本帮熏鲳鱼
烧夫子·炭烤活鳗·烧肉(五角场店),￥133,炭烤活鳗鱼、烧夫子秘制肥牛、厚切猪五花
力乐锅日式火锅(合生汇店),￥123,牛肉富士山250g、博多柚子胡椒牛杂锅配关东寿喜锅、力乐锅招牌双味牛杂锅
罗洁爱情·自助火锅(复旦大学首店),￥90,热气羊肉、热气牛肉、麻辣鲜香锅单人锅
福子•복자•韩国料理(大学路店),￥83,泡菜吨五花肉、韩式芝士土豆煎饼、韩式炼乳玉米煎饼
Blac+Blac(大学路店),￥129,
BrewBear·烧鸟酒肆(大学路店),￥126,精酿生啤、法式粗薯、紫苏鸡腿肉
LAKU猫·云贵川Bistro(杨浦首店),￥96,贵州正宗火瓢小黄牛、云贵特色炸物小烙锅、老凯里酸汤鱼
