name,avg_price,recommended_dishes
全兴记(百联又一城店),￥45,元宝虾、走油肉、招牌陈皮牛腱
炭小签贵阳特色烧烤(上海杨浦店),￥62,玉米小时候、嫩滑黄喉、招牌小鲜肉
Rabbit手作工坊&甜品咖啡(五角场万达店),￥41,开心果巴斯克、冰拿铁、榴莲巴斯克
欢囍花生(百联又一城店),￥40,米浆花生、烧烤锅巴、枣夹核桃派
香南颐朵云·鲜切过桥米线(合生汇店),￥42,经典过桥米线、番茄肥牛米线、基础过桥米线
Blueglass酸奶(尚浦中心店),￥42,轻盈小蛮腰、满杯牛油果、人气王牛油果
重庆鸡公煲(国和路店),￥46,鸡公煲、藕片、海带丝
鮨先森高端日料三文鱼,￥62,皇冠三文鱼腩、三文鱼无菌单波奇盖浇饭、泰式甜辣无皮虾
金龙川香阁(国定路店),￥66,酸菜鱼、小炒肉、回锅肉
和顺斋清真牛羊肉,￥76,手工牛羊肉水饺、手工地锅纯牛肉丸子、羊肉小串
果栗园(又一城店),￥43,冰栗子、现炒原味瓜子、芒果干
新疆艾力烤肉馕饼(政德公寓店),￥48,羊肉、新疆甜馕、新疆烤包子
西塔星球(上海五角场万达店),￥45,甜甜葡萄圈、幻彩星空形软糖、酸砂泡泡可乐瓶
欢囍花生(太平洋森活天地店),￥45,山核桃花生、酱油花生、腰果奶枣
岁甜法式生日蛋糕(上海杨浦店),￥80,莫奈花园蝴蝶、6英寸酷黑桑葚、芭蕾小熊粉色蛋糕
炭小签·贵阳特色烧烤(上海江湾店),￥79,火爆鱿鱼、香脆鸡胗、鲜嫩基围虾
北三熏酱(国权北路店),￥41,熏牛蛙、熏大肠、熏翅中
西北狼烧烤(国济路6O号店),￥64,红柳肉串、炭烤黑鱼、竹签羊肉串
哈尔滨风味小吃东北菜(五角场店),￥42,锅包肉、酱驴肉、杀猪菜
唐饼家(百联又一城购物中心店),￥47,
长海医院-康宾楼餐厅,￥51,
高师傅招牌牛肉饭,￥54,招牌黄金芝士无骨腿肉、黄金芝士球、玉米棒棒
东北油边王,￥72,东北大油边、炭烤东北油边王、经典十三香小龙虾
东北人家(密云路店),￥62,锅包肉、东北拉皮、哈尔滨红肠
哈氏(五角场万达广场店),￥58,杏仁排、蝴蝶酥、咸蛋黄锅巴
星巴克(凯迪新都汇店),￥40,馥芮白（大杯）、太妃榛果风味糖脆拿铁、香草拿铁
马家食府(政民路店),￥67,松鼠桂鱼、海鲜荞麦面疙瘩、干锅有机花菜
COFFEE TIME(学府街步行街店),￥46,美式咖啡、香草馥郁拿铁、摩卡咖啡
遇故湘·地道湘菜小馆(政民路店),￥70,农家小炒肉、擂辣椒皮蛋茄子、十八秒黄牛肉
美珍香BEE CHENG HIANG(万达第一食品店),￥69,芝士猪肉脯、辣味肉松卷、现烤牛肉脯
大佬佃·港式茶餐厅,￥49,
百果园PAGODA(政通路店),￥61,香蕉、草莓、【A级】泰国椰青（中）
来伊份(太平洋森活天地店),￥73,来伊份鱿鱼卷、来伊份川香豆干、来伊份原味蛋卷
兄弟烧烤(五角场店),￥64,烤五花肉、土豆片、韭菜
Luka Macaron 卢卡马卡龙,￥58,阿法奇朵、阿芙佳朵、草莓芝士年糕
阿里王椒盐牛蛙(杨浦万达店),￥49,椒盐牛蛙、椒盐玉米、海鲜菇
蛙灵椒盐牛蛙(杨浦店),￥48,椒盐牛蛙、椒盐牛蛙餐、香辣牛蛙餐
上海遇见纽约,￥62,三文鱼小卷、牛肉面、生蚝
巫山烤全鱼(五角场店),￥71,三峡豆豉味烤黑鱼、自贡鲜椒味烤黑鱼、招牌香辣味烤黑鱼
翠花海鲜坊(松花江店),￥64,海鲜面疙瘩、炒猪肝、香酥蚕豆瓣
正宗东北兄弟烧烤(国和路店),￥66,牛全瘦、东北豆皮、东北土豆片
顺和寿司(政肃路店),￥41,摩托罗拉卷、李公主卷、三文鱼拼北极贝刺身
PAVLIDIS百福利帝艺术餐厅,￥77,法式香煎滩羊排、意式纯牛肉肉酱面、澳洲安格斯战斧牛排
渣小暖·牛肉小火锅酒馆(大学路店),￥55,碳锅肥肠、椒盐小酥肉、单人鲜烧豆花牛腩锅
吃鸡有李·苏北地锅鸡(五角场店),￥49,地锅鸡贴饼、地锅鸡、红烧狮子头
东北福饺子王(邯郸路店),￥52,锅包肉、猪肉炖粉条、东北溜肉段
谷知谷知(上海江湾里店),￥69,重生之我爱茶汤乌冬、元气满分咖喱饭、小怪兽绵绵冰
熙贤咖啡,￥55,牛肉芝士咖喱焗饭、熙贤经典烤翅、煎蛋三明治
安新果品(五角场店),￥63,草莓、爆款晴王葡萄、山竹
巫山烤全鱼·重庆鸡公煲(政府路店),￥67,麻辣干煸酱香骨、重庆鸡公煲中煲、烤黑鱼
湘遇厨房(国权北路店),￥49,湘西外婆菜炒鸡蛋、农家小炒肉、酸豆角鸡杂
一品佬羊倌,￥54,羊肉汤、葱油拌面、白汤羊肉锅
缘味私房菜(三门路店),￥72,鸡牛蛙锅、双色鱼头、百事可乐罐装
国京大排档(国京路店),￥70,品锅鸡、大肉面
澳伯兰汀原切牛排五角场店(国定东路店),￥52,肉眼
绝味鸭脖(黄兴路店),￥40,招牌鸭脖、招牌鸭掌、脆肠
来伊份(百联又一城二店),￥55,焦糖爆米花、来伊酱香鸭舌包、海苔蛋卷
烧烤研究所(杨浦店),￥50,烤面筋、烤大牛肉串、迎新春疯抢网红爆款小五花
富甲一方功夫甲鱼(五角场店),￥70,甲鱼烧黄鳝
杏花樓食品(政立店),￥58,玫瑰豆沙月饼、凤梨酥、杏花楼叉烧包
冰湖饭店(长海路店),￥78,农家红烧肉、三鲜锅巴、炖蛋
京者三文鱼(新江湾店),￥62,三文鱼鱼中段、去头甜虾、带头甜虾
川渝烟火,￥76,香辣小龙虾、口水鸡、十三香小龙虾
miss暮色(创智天地2期南区店),￥69,暮色瀑布脏可可、经典榛果舒芙蕾、暮色瀑布草莓花田
德泰丰北京烤鸭(五角场店),￥49,片皮北京烤鸭、脆皮五花肉、梅子酱
皖北地锅鸡·烧烤(国京路店),￥75,椒盐排条、红烧狮子头、招牌红烧肉
来伊份(国权路三店),￥54,爆浆无边吐司、番茄牛肉面、花溪风味牛肉米线
梅记大块头爆鱼店(平昌菜市场店),￥43,秘制糖醋爆鱼、五香鲳鱼、椒盐香酥鸡柳
米听coffee·意面·牛排(创智店),￥46,德式奶酪香肠、卡布基诺、现磨拿铁咖啡
嘎嘎香东北老饭盒(黄兴路店),￥65,熘肉段、绿豆沙、酸菜炒粉丝
齐齐哈尔烤肉(国定路店),￥59,五花肉、凉拌豆丝、酸菜
窑鸡王(财富国际店),￥40,招牌窑鸡、卤香鸭脖、卤香鸭掌
韩奶奶江湖菜(文化花园香榭丽苑店),￥71,金汤酸菜黑鱼片、韩奶奶精品毛血旺
达美乐比萨(政仁路店),￥69,照烧风味牛肉土豆披萨、美国风情土豆培根比萨、意大利风情肉酱面
新疆烤肉之家(三门路店),￥65,烤羊肉、羊腰
朴尚首尔烤肉·韩国料理(五角场店),￥46,烤肉帅锅、烤酱汁牛舌、烤雪花肥牛
不悔烧烤龙虾(杨浦店),￥69,十三香小龙虾、麻辣小龙虾、香辣花甲
潮粤客茶点(九隆坊店),￥40,酱香凤爪、四色水晶虾饺、叉烧包
酒聚仁上 青岛啤酒 餐吧(国定路店),￥53,牛肉炒乌冬定食、牛肉饭定食、豚骨拉面定食
小四川饭店(国和路店),￥41,鱼香肉丝、凉拌猪耳、腊肉盖浇饭
恩好咖啡 Sunlight Coffee(五角场店),￥63,瑰夏（埃塞，日晒）、海苔肉松小贝、迷你奥利奥瑞士卷
酥鱼坊(运光路店),￥45,五香爆鱼、糖醋爆鱼、麻辣爆鱼
台福隆(杨浦创智店),￥42,泰式椒麻鸡、红烧牛肉面、鸡饭
新疆烧烤,￥63,羊肉串、掌中宝
周黑鸭(上海地铁国权路店),￥44,甜辣小鸡腿、周黑鸭小龙虾烧烤味虾丸子、真空手撕鸡脖
闻闻餐厅,￥41,三鲜油条、刀豆烧土豆、四喜烤夫
江西小炒,￥42,香辣牛杂锅、小炒合菜、肉丝蛋炒粉
WIKI burger(五角场店),￥54,招牌黄金芝士无骨腿肉、脆脆虾片、玉米棒棒
蜀地源冒菜(邯郸路店),￥49,金针菇、干拌冒菜、牛娃
MissBlue生日蛋糕(同和国际大厦A座店),￥68,草莓奥利奥水果生日蛋糕、仲夏芒果森系水果生日蛋糕、纸杯蛋糕
琦王花生(黄兴路大润发店),￥43,招牌五香花生、牛汁兰花豆、碧根果
串意十足烧烤店(国权北路店),￥56,素千张、烤培根卷、烤玉米肠
川意浓餐厅,￥63,水煮黑鱼、毛血旺、干锅牛蛙
烧烤研究所·龙虾·海鲜(五角场店),￥48,
PonyChicken皮欧尼黄油芝士炸鸡(第10档口蓝海国际美食...,￥54,招牌黄金芝士无骨腿肉、脆脆虾片、玉米棒棒
来伊份(四平路六店),￥51,来伊小核桃仁包、来伊份爆米花、来伊份话梅味瓜子
南疆烤肉(国和路店),￥73,新疆羊肉串、新疆甜馕、烤鸡腿
胖哥烧烤,￥65,
临沂炒鸡(第二档口店),￥49,
三月咖啡(政高路店),￥44,巧克力慕斯蛋糕、仲夏薄荷、百香果芒果芝士蛋糕
SUFE CAFETERIA,￥50,凤梨气泡美式、炸薯条、照烧鸡炸鱼饭
来伊份(国和路店),￥53,来伊份香妃葡萄干一、小点心、来伊份黑丫鸭肫
王财神脆皮烤乳猪(黄兴路店),￥73,脆皮烤乳猪整
我去·春饼文化主题餐厅(国定路总店),￥55,春饼、京酱肉丝、蒸肘花
渝釜记羊蝎子火锅·小龙虾(五角场店),￥58,A级肥牛、牛百叶、午餐肉
成都冷锅鱼·特色美蛙鱼头火锅(五角场美食城店),￥50,
哎？有梅有！(太平洋森活天地店),￥56,酸小圈软糖、可乐橡皮糖、巧克力软糖
虾灵小龙虾,￥57,
来伊份(黄兴路店),￥79,来伊份香辣鸭肫、来伊份肉松夹心海苔卷、来伊份绿豆流心蛋黄酥
顶呱呱,￥69,
吴妈妈黄焖鸡米饭排骨米饭(大众花苑店),￥40,黄焖鸡米饭、老干妈爱培根铁板炒饭、温泉蛋
炭刷匠烧烤龙虾(三门路店),￥65,炭烤猪脚、烤整茄子、现穿羔羊肉串
一碗香麻辣香锅,￥40,
爆鱼坊,￥46,五香老上海爆鱼
来伊份(国定路店),￥49,话梅味瓜蒌籽散称、来伊份糯米锅巴、爆浆流心面包球
老兵食堂(邯郸路店),￥55,
嘴火爆·巴西烤肉饭脆皮鸡饭(五角场店),￥42,烤肉脆皮鸡双拼饭、巴西烤肉脆皮鸡饭、港式蜜汁烤肉饭
辰雨素食,￥78,糖醋小茄子、孜然烤串、泰式素冬荫功
拔筋店铺,￥54,下面炒肉
棒约翰比萨·意面(尚浦领世店(不对外经营）),￥57,
俏厨•精品川菜(上海首店),￥80,俏厨毛血旺、俏厨卤鹅、山城辣子鸡
全牛道·乐山跷脚牛肉(太平洋森活天地店),￥40,翘脚鲜牛肉、乐山担担面、乐山钵钵鸡
大胡子烧烤盱眙龙虾(政府路店),￥74,
爱森优选(国定店),￥78,
半糖cake(杨浦店),￥54,
来伊份(国权北路二店),￥49,
妙生活水果生鲜超市(黄兴店),￥52,
来伊份(国定路四店),￥61,
来伊份(辉河路店),￥56,
嘎嘎香东北老饭盒(绿地汇创国际大厦店),￥65,
kazak.姑娘新疆餐厅(关山路店),￥74,
老上海特色白斩鸡,￥55,
宿迁饭店·鸡公煲,￥62,
兄弟大排档(3D苑店),￥80,烤鱼、盐水花生、农家小炒肉
潮汕砂锅粥,￥76,皮蛋粥、生烫蔬菜、粥底
科烤队户外烧烤食材(五角场万达店),￥66,黄牛肉串、金针香葱牛肉卷、彩椒雪花牛肉
淘果郎都市鲜果(政民路店),￥44,
叮咚买菜(国济站),￥41,精品菌菇三合一、冰鲜斑节虾、崇明冰草
寻觅甜心·生日蛋糕万达广场(上海五角场店),￥42,
食恪生鲜(国定东路店),￥78,
阿里王椒盐牛蛙(黄小递店),￥42,
三门生鲜自选,￥56,
地摊烧烤(五角场店),￥75,
来伊份(吉浦路店),￥53,
臻轩坊(第一食品五角场万达店),￥69,
淄博烧烤,￥72,
重庆江湖菜,￥59,
优品源食品生鲜超市,￥63,
阿娜尔,￥77,
肥仔小海鲜(五角场店),￥55,鱿鱼足
华振果业(文化名园店),￥68,哈密瓜、苹果、黄瓜
沂蒙山铁锅炒鸡大山走地鸡(九隆坊生活广场店),￥69,沂蒙山整只青脚大公鸡、热乎乎的大白馒头、一张香脆小鱼苗卷煎饼
来伊份(三门路店),￥67,来伊份盐津橄榄一、来伊天天坚果包、来伊份淮盐花生一
爆鱼坊(吉浦路店),￥46,
鲁之申炭火小地锅,￥53,地锅鸡、地锅鱼头、石锅鱼子鱼泡
本弄鲜卤现捞(五角场万达店),￥46,手撕椒麻鸡、卤汁、酱香豉油鸡
小胡子烧烤(秋阳路店),￥74,
蟹留虾肉蟹煲(五角场店),￥42,鸡翅根
一扫光零食(国权路店),￥51,
来伊份(黄兴路店),￥72,
羊羊优选·羊架子羊棒骨(国权东路店),￥40,
枣庄辣子鸡(黄兴路店),￥43,
Beer Cave Pub,￥70,
徐州地锅鸡(黄兴路店),￥44,辣子炒鸡、鸡汁千张
雪菲手工艺蛋糕(杨浦区店),￥62,卡布奇诺鲜花蛋糕、白雪公主a款、可爱公主蛋糕A款
国定小酒馆(富庆国定大厦店),￥80,掌中宝、红柳羊肉串、土豆片
益农生鲜(林绿家园店),￥62,
龙沸凤舞(大学路店),￥40,葱烤大排、麦乳精、南乳猪蹄
烟火成串烧烤店(上海沪陵农贸市场店),￥50,红柳牛肉串、掌中宝、招牌羊肉串
家常菜,￥51,
Coffee,￥53,
meeting tea,￥45,南乳肉、原切沙朗牛排、香辣整只牛蛙
串霸速串户外烧烤食材DIY(政立路店),￥54,肉串、烤鸡翅、里脊肉
破店·川香碳烤排骨(杨浦店),￥68,炭烤五花肉炭烤排骨、特色炭烤排骨单人、川香炭烤排骨
四季小厨,￥67,
串霸速串户外烧烤食材DIY(万达店),￥54,串霸户外烧烤食材、精品五花肉、鸡心串
